transform,train_acc,val_acc,train_loss,val_loss
transform_geometric,0.8412899971008301,0.8218068480491638,0.44339457154273987,0.5260580778121948
transform_color,0.9998664855957031,0.7856698036193848,0.009817036800086498,0.8535978198051453
transform_geo_color,0.8411564230918884,0.8193146586418152,0.4418732523918152,0.524273693561554
transform_default,0.9999332427978516,0.7934579253196716,0.006849233992397785,0.8505909442901611
